prompt,completion
"Wow, that sounds very disgusting.",  Hope you have some other options to feed your pets if you felt like you over powered
It looked so horrible. I thought for sure the baby was as good as dead.," -> I'm glad it wasn't. It was sad.

Did the doctor cause"
I fed a stray cat that was hanging out in my yard yesterday., -> That was quite a surprise for you. Was it out of a fight or is she
One time I was camping out in the woods in California with some friends. I ended up getting lost on my way back to the camping spot in the middle of the night.," -> Sounds like something you would regret going through in the morning.

It's safe"
"If that wasn't frightening enough, I ended up getting chased by a stranger while I was looking for my camp mates!", They had been by our fire the night before and I thought nothing of it of course...
"Wow back up there friend, what are you talking about?"," -> One of my better friends has been hanging out with him.

It's really"
"Context, what the heck are you talking about?"," -> She had unprotected sex with her boyfriend while he was in prison, with the consequence of"
she was 8, years old. She was suprised and had a blast doing a labor pool. ->
"A little while ago, my friend went on another beach vacation. It was her 3rd one for the year. My family and I hadn't been on vacation for several years, due to issues beyond our control, so I begrudged her trip a bit.", It's something I feel more grudgingly should have been part of this third trip.
"Being jealous of another person is a perfectly fine response. Despite this, you never know what is going on behind the scenes, she may have taken out huge loans just to fund her trips."," People have to have a good time at work, or they'll burn out too easily..."
"Yes, true, I know they tend to let bills go for things like that, which I don't do. ", Sometimes I wonder if maybe I'm just not good with bills. -> Don't worry too
I just had my Sweet 16 party...,"well, that is the way it went, LOL! BUT then all of a sudden someone"
Happy belated Birthday! Did it turn out the way you had hoped?, -> It sounds like a great Birthday indeed! You can say never say never :)  What
"Well, about that... my dad KNEW I wanted a pink car for my birthday. But...", it wasn't just that my father knew I lied about wannaing a pink car for
"Wow, that is truly incredible! What is your secret?"," -> She gets so many compliments about her curves and exuberance, which is kind of"
"As well as exercise and diet, by far the most important thing is strong will and determination.", She's been training for nothing with the goal of getting to where she does so much better
so very bad ya,"' know,  absolutely

103 days tonight -> Wow! summer holidays would be very"
"Yes, well, it was just one of those things I know, but still was very tiring and can get to you after that drive."," I hope it ends up less painful. -> I hope so too, too many thoughts running"
Oh no! :(   How are you taking it?, -> I will take it hopefully I can go back on this strip mall campus without too much
"Yes, how could you forget? It was a nice surprise, but then he said.. ""happy anniversary.""","  That was it.  I could not believe my eyes.

Can't believe"
Aha! Was it actually your anniversary today? Happy Anniversary!, Did you plan this day? Did it end up being a surprise? I bet it was
Why you no hunt and send wife instead.," -> I wanted to have a big surprise for her.

I hope it was a"
"When my dog passed away, I felt so helpless. She was old and suffering and I felt angry that there was nothing I could do other than put her down."," -> thats terrible, you should of gotten help for her

cause an old dog means"
"She was 14. I got her when she was a puppy. Even though the situation was rough, I'm grateful for all the years we did get to spend together.", And didn't get in trouble. -> That's great. I am happy for you.
Was he with you or just someone you wanted to be with?," -> kinda worried about him, but i support him 100%

-> thats awesome!"
You should take a vacation that will help you relax and see new stuff," -> i haven't retired yet, so i still have a lot to open in my calendar"
You must be wealthy. I would love to visit NYC," but that is a really long trip. -> I don't think so, I am living"
"Oh, me too! I love digging out my N64 and SNES from time to time.", I have so many games on there! I just wish they were the same thing today!
Oh yeah? Cool. I like the old Sega Mega Drive games. The music is just classic on those games," -> Sega Mega is overall awesome, I can recommend myself get it 

I have"
Recently my daughter was voted 'Most Artistic' by her peers! She is so talented and we feel lucky to be her parents.,  -> How exciting! You must be the most proud parents I ever heard of. You
so very nice.your doughter.," He is so tasty. -> I like the cider the best

GOOD FOR A"
"Yes, she has a natural talent, but really puts much practice and time into it. ", -> I am so happy for her! I hope your son can be as great! He
what does that mean?," -> Something rude. He was late for something I was already in there working.

"
What does what mean exactly?, -> I am going to the game to watch and learn because I am ever so happy to
this has obviously gone all wrong somewhere,". -> I am so over it,  I am going to kick myselfenum later
"
Oh no. I hope you got somewhere safe while it was going on.,"

what happened?..

I broke my armWeapon broke. I went to"
Oh I think I can guess which retailer you're talking about. I've had so many problems with them over the years,.  It's the worst when it's between brands -> They do have three different kinds
she took me for $1600 in just 2 weeks. What a trap,! -> That sounds so easy. Then you might want to make sure you bring some good
Unbelievable. You must be very angry with her (whoever she is).," -> i am but heaven knows what she is hiding yet

im going up for a"
It's been 7 years and I'm still not over it," -> Wow, thats not a long time. You need to keep looking if you wanna get"
Wow that must have been frustrating.  I hope it didn't cost too much.,  -> She won the lottery and she can never make more than $5000 so I am
It did actually. Made me so mad. Now I have to save up again,". -> Yikes. Thats bores of all the money. 

I"
For 8 months we were led to believe we would move in to our own place. Lies,", half truths, and just plain old deception.. I can't speak for our new friends"
Instead her stupid grandma moved in to it!, I still don't know why she made me move then -> oh so she doesnt care?
My child got sick and I had just made arrangements to go out of town on business. ," I honestly felt pretty bad about it, but if things weren't going as I wanted they"
I had to tell my boss I couldn't go and I was so stressed about that. It turned out the weather was bad and all flights go canceled so no one could go.," So I walked out with a ""huh?"" -> Ugh, that's tough!"
I wish I had money. Then she'd sit with me instead of him, and it would be so much easier. -> That was so sweet of him! I do
Sit where?," Let me walk over? -> Over to see a power stretching over the city

What"
She knew what she was doing. I don't care how old she was. She knew," what she was doing. -> wow thats amazing

i've never seen that

"
Just to keep on working as much as I can everyday,. -> It's so good to keep motivating your kids. They too will keep working hard
Really? No shower for few days?," That's so boring

Really boring?  I'm such a huge fan of their"
yes. homeless for a bit, I'm grateful someone else living is bothering me. -> That is very lucky for you.
5 years.., this is not even a small school => What makes you feel that so? I thought they
i have always felt really guilty about lying to my parents, because we live far from the landings and I just wouldn't want them finding out.
my dog passed away earlier this year,". -> I'm sorry to hear that. Is your dog another dog?

Thank"
"Oh no, I'm sorry to hear that. Are you considering getting a new dog?"," -> Yes, I will eventually...

Some special men had and shot me on the"
soory it was mistakenly typed. , I now have 53 as my daughter will get older and not have memory loss so she will
It's okay.  ," It was just weird at first.

It's a great way to start a conversation"
I'm taking the California Bar exam to become an attorney in February and I'm sooo nervous!,  -> I am sure you will do great. Just you wait and God will direct.
That is pretty cool! What made you want to become a lawyer?, -> No hard feelings here. I have never been a lawyer before and never have any desire
"I played a video game when I was younger, called Phoenix Wright: Ace Attorney, and it made me want to become one!"," -> Do you play that game all the time?

I don't, I forgot"
"I fell down at work, and my khaki pants ripped open."," My colleague came over, and I paid him back when we got up. -> That's"
He is coming next week! We are going to play Bingo at the local American Legion every night!,"  I think he will have a blast and probably play simple games. I know me,"
"I ate a gas station burrito for lunch. It was not very appetizing. Actually, it was absolutely horrible.,5|5|5_5|5|5,
hit:2773_conv:5546,2,disgusted,I ate a gas station burrito for lunch. It was not very appetizing. Actually, it was absolutely horrible.,238,yea i hear ya,5|5|5_5|5|5,,Yeah as a child it's hard to see other kids with a bunch of friends when you don't have that many.|well you are really lucky to have an empty airport|what do you all have planned|Hey that's awesome!  Where ya goin?|Oh I just did that recently. I just got back from 2 months. It will be a fantastic time.|Oh! Gotcha! I've never played the switch but I heard it's an exciting console!|I bet that was the ride of your life.|Ah, I see. Had a great childhood, hu?|Sorry that that happened to you, I hope you're doing well.|yea i hear ya|How'd that go?|I understand being fascinated by them they can be very intriguing. Maybe you should stop watching as many though. |That is terrible and a little odd!|I am sorry, maybe she will share?|wow lol I didn't know you can track ovulation. Good luck with getting pregannt|That is insane! I've never heard of anything like that before.  You all should start protesting!|Thats horrible! You should tell them as that is their property. What if someone did that to your stuff?|tHat is insane, I usually give myself like 2 or 3 days.|you're welcome, but for what?|Do you have a good chance with her. Have you talked to her about it?|Did you have a good workout?|Nice, I guess the only times I was nervous to take a test was when I wasn't prepared, but there's only so much preparation you can do until you just have to trust your brain or whatever|Dragon tongue beans! I've never heard of them! What do they look like?|Is it far away_|Oh really, that sounds nice. I miss childhood.|Oh wow! That must have been terrifying! Were they able to help her?|That's awesome, have you ever tried surfing?|I bet you are, that's some pretty good foresight right there! Did you have to use it this past winter?|How did you place in the competition?|Oh really? I thought summer ended after July. You learn something new everyday lol|Oh no, what happened?|i'm glad you feel good today!|Aren't you the luckiest? |That's cool.  For what class|That's what I was thinking.|Yes, you are correct. You can always hope"" for the best, but also ""plan"" for the worst. Being prepared is a comfortable feeling.|Seems like we all have. Some people shirk having to though.|I used to struggle with the same problem, it can be overwhelming|creepy.  Were you able to fall asleep after watching it?|Woo hoo! That is awesome! Congrats! When will you find out/|Oh dear. I am so sorry to hear. It is possible for you to get a second job?|Oh dear, that must be difficult. Are there medications to take that will help?|How fun! yes I am sure they will have  a great time!|So what did you do?|That's so sweet! We have blue healers, they just make the world better.|that is so sad i hope your pet gets better|That is incredible! I swear some things in life are determined by fate. I'm glad you were able to get a car.|They are bad now too, they are so annoying|Lovely.  What did you do together?|That is sure to make you feel the nostalgic?|goodness, i would be so upset, that is a terrible experience!|I believe that!|I bet I would have been scared|That sounds pretty exciting.|don't be. i'm sure you raised him right. he will be starting his new adventure|Phew, so they got most of the attention.|I am sure they have forgotten about it|I feel you, it would be really scary. How did it turn out?|oh that's great. You must be the luckiest granddad in the whole world|Wow, please make it real.|Dont worry, anyone would have felt the same way. If it makes you feel better remember that we were all babies once.|aww. I understand you. That feeling is priceless.|That is awesome, what degree are you working towards?|I wish I had a grandma.. did she send you anything extra?|Well, they would probably be the same if they were in your shoes|Haha good! I'm glad that one went well.|I can imagine! Is he doing okay?|Was the weather good?|Being jealous of another person is a perfectly fine response. Despite this, you never know what is going on behind the scenes, she may have taken out huge loans just to fund her trips.|What made you nervous about it?|That is bizarre, have you had this seen about?|Congratulations. Are you going on a hollywood|Well, I hope you have some really good earphones - or that they quiet down - it's a big egotistical to think that no one around you cares when you are that loud.|Why didn't you say anything?|Oh, no! That's so terrible!|Oh wow! I would be very angry as well! Unless it was some kind of emergency or extenuating circumstance|Congrats, that must have been a very stressful time leading up the the birth.|My sister got married at Laguna niguel|What a great idea, where did that come from?|That is great! Can you call him and see if we could all celebrate together?|Sheesh that is brutal, did you smack him?|Wow, I hope you have a really nice trip.|That is an amazing feeling. |I have 3- I bet you can't wait to take him fishing.|Yeah, everyone just seems miserable, so it kind of drags you down, too. But it's a necessary evil.|Is she always a flake? Maybe time for a new friend?|Yep! Not really that fun to have since you see things at times.|What?!?! thats amazing! starting a family I imagine can be surreal |i'm glad you didn't |Were they a close friend? And did you pay them with pizza?|Wow. Talking about cleaning up.|Well, she'll be back soon and you'll have loads of catching up to do. I bet the dogs missed her too!|yep thats one of the things that make it so nice|Well, often people just give up and relegate themselves to just sitting in a chair and watching TV. Even if you have to force yourself, at least you are forcing yourself. At some point hopefully you will see progress and feel it getting easier. Once that happens, motivation starts to become real easy to get.|You do? thats good, friends can be terrible people to lend too.|Keep your diet clean and you'll keep improving.|I see. I hope for all the best for you and him.|He must be a great speaker.|I've had pets to do that too.|Thar was an embarasing moment for sure", to hurt. He is home always to have house feel.  We miss. had to
"Yes, and now my tummy has the rumblies. My workplace bathroom is a one-seater right next to my work crush's desk. I'm not sure if I'm gonna make it."," -> You'll be fine. Make sure you spend some time with him or her, and"
yeah its an another good day, to have some fun -> awesome.  time to see friends or go see a movie.
Nothing special...,just a bit of work and then it's back to school! -> You must be excited
"it was windy and the wind caught my shirt.  I was like ""oops!",??? I guess I better share the soup with my friend so we don't have to G
seems plausible," -> It sure is. You should talk to him but not harder than necessary.

"
I have a big exam coming up! My nerves are getting to me.," -> I know the feeling, Sometimes studying just takes a little extra concentration.

Are"
ohh good luck!," I hope this works out for you hu

Ansi97. At my friend"
Thanks! It is my final exam for a summer class studying Database Design. I actually should be taking it right now.," -> Good luck with it!! You are bound to get an A

... Excel 2007"
"I get to go the the zoo tomorrow! They opened an exhibit showcasing two of my favorite animal, the sloth!", -> Oh wow! That seems like a lot of fun and I'm sure it is!
Me too! Have you ever been to one of them races?, -> I haven't - but I've heard they're pretty cool - they're billed as
nope iam a street racer," -> That would be so stealthy!

I love when the cops are on us"
That is an exciting purchase! What kind did you get?," - It's a Wii not sure what you mean.

Thanks for clarifying."
audi q7," 2013, will definitely be down here next week

heres the pic. 

"
I recently went to eat a restaurant that was not very clean. The whole place had an odd odor and made me uncomfortable.," -> Did you end up going elsewhere?

What kind of restaurant?

That"
I took about two bites from my plate and couldn't eat anymore. I will not be returning.,  -> I am so happy for you. Maybe you can do something good for yourself this
"Yes, definitely! It really made us all start talking about those and other memories, good times.", I used to be a maniac around there. -> I bet. What did you eat there
"I had Hurricane Matthew come through where I live too! NE FL, I know how you feel, only I couldn't get gas for my car because there was no gas anywhere!","  -> Oh, I hate the arrival of those bad things too! I've lived in"
I recently had a doctors appointment that made me very nervous., It was not an uncomfortable appointment and I am so grateful that they wanted me to have the
Was it a checkup or did you have some health issue?," -> A checkup. I am still in shock about it.

That was about"
"It started off as a checkup, but then they requested additional testing."," -> Wow, I would bet your parents will find the root of this problem tomorrow!
"
Unfortunately yes. It was my grandmother.," -> What was your grandmother wearing?
A pretty drop earrings and a Boston ... oh"
I once went to a doc appointment where I literally sat for three hours in the waiting room and then the doc only spent 5 min with me,". -> Did the appointment work out for you? I hate being on the go.
"
"I suspect that my husband is fixing a lot to go to a party, I suspect he is going to see someone"," funny -> That is nice of him. He sounds nice.

Would you ever go"
I'm going to take some time and I'll be looking at it with caution,. I have a very large. I just plan on hoping it is actually mine and not
Well be careful for sure,. I just got hit by a random vehicle while driving along this road and had a nose
My sister is always the sibling that my parents talk about. Sometimes I wonder if they even notice me.," -> Aw, I think the right response would be to not focus so much on them all"
"Dont worry, anyone would have felt the same way. If it makes you feel better remember that we were all babies once.",  -> I guess we'll grow up and make our way through the world and leave that
"I tried to think about that, but I was still aggravated. On the plus side, at least I was self aware that it was somewhat irrational."," -> Yeah, sometimes it just happens but it happens sometimes

, so I guess it"
"Wow, must have been rather frightening. Glad you are ok!", -> Thank you!! It was scary.  I don't know why men like that bother
I bet she is going to be so surprised!  Is she hard to surpise?, -> She is so smart!  I am going to be really baobao. 
yeah that's tough. But can you imagine how bad you might feel if he had a REALLY good time on the date and really thought things were going somewhere with the two of you?, -> I am happy for you and hope he finds someone better.  What did you remember
"Last week I had Thai food for lunch, and it didn't sit well with my stomach. I had some explosive issues later in the day at work, and the bathroom was near all of my coworkers' cubicles. Needless to say, the stench ended the workday a little early."," -> I hate when something is considered Burrito food and forget about calories.

It"
"Oh wow, I have heard that can happen with that food"," now, did it ever before-> Yes and it really was horrible.

I really"
"I know! The worst part is that I have irritable bowel syndrome, and I made the bathroom about twice as bad as it was initially!", I tried opening my eyes but I didnt want to wake my children. Then everyone heard us
"I stole a TV from a local appliance store. It is a 80 inch behemoth, but I am feeling a little guilty. On the plus side, the 4k picture is astounding!",-> wow what a job you had. probably you should leave something here in the back for
Women these days. I don't think i'll ever understand them., -> I think you need to be a little more unpredictable and go slow. You only get
Me either. If you would like to go to a specific place to eat just tell me. I'd rather do that than hear why you dont like the place we ended up., I just feel badly! -> Same. Just tell me I'm horrible. I can tell
It must have been fun to catch up with them.," -> It sure was! A trip to Monterey really entertained me. 

California"
"it was. We've spent a lot of time together and apart now, so it was good to catchup.", -> That is awesome!  Sounds like you guys are very close.  It is good
I just finished two college classes that I have been taking this summer! I am glad to be done., -> College is never easy! Are you feeling well in the mid August? :) I'm
"When did you get separated? By the way, that is terrible to hear.","  -> Music school. Don teare when you graduate

- Today is it?"
one month I am desolate ... I hope to see the light at the end of the tunnel,. Hope i will be able to get a great job -> I hope you hit on something
"I recently went on a trip with a woman I adore. The trip ended poorly, though, and things have not been the same since."," -> how'd it end?

why don't you send some cash?

"
"I hate to hear that, what happened that made it end poorly?", -> The guys and I didnt really get along really well.  I hassled him
We did not capitalize well on the short amount of time that we had together.," When I left to return to the office, I forgot to put my tools in that place"
Oh man! What happened to your hip?," -> My hip is completely blown off, I am in shock! It is definitely wanted a"
Oh dear lord. How unbearably dreadful! I hope that your lawyer takes that creep to the cleaners. Won't bring your baby back but will hopefully ensure he doesn't do it to someone else., No princess for sure. -> I don't give a habelegor or blood child
Same. What are your favorites?," -> teddies lol

Recommend My Honey ""Kymer"" 

Love"
I've noticed a lot of the newer kids movies have adult jokes in them., Do you think they are teasing kids or tone of them? -> I think they might be
When you're in the sauna and the man next to you decides to take off his towel... No thanks,".  -> I understand

Nah that's funny. 

Don't"
I hate ggrocery shopping period. Too many decisions, and choices. Some kids are so unorganized like that. Some are not very good at
Did you go back?," -> Yeah and they had me head somewhere cold lol

- Lol ! Yeah, I"
"Very cool, are you a scientist?"," -> yeah i'm a biochemist

i enjoy science

what's your"
"Well, I'm hanging in there.  This is the first weekend we've not been together and outside of being online, the quiet is kinda loud."," We can't afford a party, so we figure we'd just go to the pool and"
I bet.  It can be brutal with the change and not having someone but you have to trust yourself that you are doing the right thing.  Its a good time to grieve your time together and then move on and find yourself again.," Thank you.

Something I always feel terrible about is that if something bad happens and"
"15 and 19! It hasn't always been blissful, as any relationship's journey can attest to! But still a blessing. And maybe one day you'll be a dad...?"," Maybe you will say ""thanks!"" That's up to you. Take care! xo"
The start of school for my 2 teenagers is less than a week away!,  -> Ah you must be excited for them - keep them busy!  School can be
"Wow, school is right around the corner",.  Are you getting anything special?  -> I haven't studied much! I live
"It does but I'm sure the people at the busy store thought I was drunk. I ran into everything, shelves, displays and even the door when I was leaving. ", At one point I had to find my own way back to my car! -> Well it
really didnt want to anything for days," but got so sad when something happened -> Could it have been someone t

He shouldn"
Why not? What was wrong?, -> He only has like 10 years in school. He went to a bad school. I
"I studied really hard all night infact but when my results came, i had nothing to show for it"".",  What are the results about? -> I don't trust him too much. He seemed
Aww I'm sorry. That's a bummer.," I have a thing for tortillas. The kids'll be good this time of year,"
I feel uneasy because I don't know if I will be able to save enough money in time," zone. -> I am with you there, we just do the basics and always try to"
Baby is due in less than 3 months," -> Just remember the whales will survive for other whales.

It is not that bad"
I had no confidence and didn't have a girlfriend until age 22. I carried a lot of hatred towards girls because of this," -> How was it your first time looking again at a girl?

Well thats a"
Oh man. Hopefully things are different now and you have the confidence that you need!, -> Yeah but I have struggled during my lay off. Its up to heaven to tell me
Oh yes. It all changed when I directed what was inside towards the gym," itself, even if it was seemed too big of a task to actually do himself. ->"
I'm happy with my daily routine. I don't like change," but i do like looking forward to it, so it's a win in my book "
Last week. we're in temporary housing now,. And are hoping to get another job in the near revisit time. -> That sounds like
I can't find another way to earn money,", so it seems like I should be offering my services -> that sounds like a good situation"
"There are usually many ways, but it depends on what you want to do!", A lot of good things can go wrong.  People who keep rushing ahead find that just
oof that is rough.,  Have you tried calling the police? I think that could help you. -> I want
"Yes, you only hurt yourself when you get angry."," In hard times, it's the only way you can help yourself.  >> I believe"
I got my four year old daughter her first tricycle yesterday., I think she'll love riding it.  -> That sounds like a lot of fun!
thats so sweet of you,! It is going to be a great ride! He claims he has 7 million dollars 
She was having such a blast she went downhill and toppled over.  She took it like a champ but I was scared.," -> Was the extention broken?

I'm sure she's fine now. Not"
I did so much practice running in preparation for my 50 metre sprint race at my school!,  It went pretty surprisingly well -> How many years did you train for this ride? Good
Wow. Do you expect to win?, -> Of course! I have been keeping up with the polls and I'm looking forward to
"Nice, me too, are you playing Nintendo games?"," -> I currently am. I was quite surprised by how much I got.

I"
Yes and also Sega Genesis. We play these on the xbox one though via emulation," -> awesome! What types of games do you play on them?

[s]"
I introduced my oldest daughter to the movie Fight Club the other day.," It was so good for her, she liked it a lot! -> That is cool i"
So what is the problem exactly?," -> Every now and then my wife pours it in my food lol

Anyways"
I had pizza at a restaurant a couple days ago and found a hair on my pizza!," -> oh no! did you get it out fast enough?

 well you better hope"
It is disgusting. What did you do?," -> Went straight down the fire escape

and sneaked out

'oops'"
"I feel you, I'm in the same boat.  Are you in a two income household?", Or maybe a competitive Monroeman balanced? -> Thanks! I'm in a competitive mono
Unfortunately no. It's very hard on me because I have to be disciplined with spending. Makes life very boring, at that age. That's why I get into the job paying my own bills. I
"Yep, she's pretty far gone now.  I now have to consider putting her down.","  I'm sad, but also so happy at the same time that he is finally going"
When I was 19 I stole money from a good friend in order to buy some food.  He asked me about it and I denied knowing anything.,  I was so relieved when they let me out of jail...due to a drug conspiracy
did you pay him back?, -> i told him he will give 50$ next time he sees me. i love him
"No, I was going to but he said if he every found out I stole it, it wouldn't matter if I paid it back.  So I kept silent, its been 17 years now.","  -> That's a lot of memories. I hope you find peace. 

"
"I was one percent off from passing my math test, I was devastated."," -> Math was hard then, was it here or there? I went to 1/3"
"Oh my, so close! But you can try better next time."," -> They all can. Sadly, for my husband i did.

I am shocked"
"I agree, I should of studied harder too. Practice makes perfect!"," haha -> Exactly, sometimes being authentic is the best way to make anything better.

"
wow thats crazy.. what ended up happening!, -> I put the wrong tag on some order and my friend was able to get the goods
"I managed to get away after a few smart quick turns, but I was shaking and in fear at the end of the chase. It was wild.", I felt like an atterbody. -> You will never know how someone wants to live
Yeah.. he did. He had cancer., I was so proud of him for taking it tough. -> what was his name? I
That is really cool . Did you have a good time?," -> Yeah and I came back home with a ton of extra cash! 

It"
I went to visit my family the other day,", I had a fantastic time. -> Did you have a lot of fun?

"
It was such a joyful experience. They always warm my heart," -> Yeah that sounds like something I'm going to have to watch sometime. 

"
A dog chased me through a street the other day," so i have a few questions to ask him.  -> What were your questions?
"
No i somehow managed to escape.. it was so scary," -> That would be so scary! I wish I had escaped. Maybe next time.
"
Yeah.. I always look out for her no matter what the problem is," -> That is truly a noble thing to do.

Good things come to those that"
I was really nervous when i went to meet my girl's parents,". But, it all worked out ok. -> Oh, that's good! Sometimes new"
"I feel you, it would be really scary. How did it turn out?", -> Well I didn't improve but I did get good academic credit. I think I got
"It turned out well actually, we had a nice time"," and had great food! -> Is the food paying for yourself?

American"
Damn! was it a stray dog?, -> Yes it was.  I hope he gets plenty of exercise and is never much of
I really envy people who can sing,". Someone who can DJ and play instruments. -> I know! It's not easy,"
Oh really? I believe you wanted to be a singer yourself huh?," most guys would. it is just a nice way to wake up in the morning.
"
Yeah.. i did. i never got the chance to pursue that, thing one day. I am just being cautious. Too risky thinking.  -> it is
i found a bunch of dead mice the other day," and it really disturbed me. -> Ew thats disturbing, are you going to eat them"
Oh god.. thats so gross," -> We had to put our feet up for the rest of the game.

There"
it was! i felt sick seeing that," clown - I couldnt even look away -> They are so creepy to me.

"
i was beet red when I realized what had happened.," -> It sounds like you may have to apologize to your school, trainer, etc. I"
Oh dear me.. So sorry to hear that! what did you do?, -> I did what he asked.  But I kind of lost my mind.  I
A big brown roach crawled across the floor in my direction last night.," -> Did you swat it with yourrmail or did you return it?

Most"
Disgusting. Was it the flying variety?," -> yes, thunderbolts from another dimension

Have you been curious about another dimension"
My bills and mortgage payment is coming up soon.  I not sure if I can cover them all.," -> that should not even be coming up in December, not this time of the year
"
good for you! that is how it is supposed to be," do you think you wont forget? -> i'm not even sure, I can't get"
I am working hard to make sure I can cover them.  Hope fully this month of work is better than last month., -> Thats good. its tough to bank on looming emergencies like that. So you are
When I got my first car I thought I'd finally be able to have a cool social life.  But I was dissapointed quickly., -> Oh no! I hate when that happens. Wether its german or suey
"I spent my first night out at a Whataburger, eating alone."," -> Did you feel guilty after eating one?

Yeah, I usually eat alone so"
i felt so guilty after lying to my girlfriend," last night -> What did you lie about?

Were you at a bar?
"
I felt so very nervous after i agreed to meet my girlfriend's parents,". -> Oh, so is that your ""date""? 

Why would you agree"
Shoot.. I bet it was scary.. How did you handle it?," -> I just apologized and she moved on to the next lady

Lost my keys when"
I have always wanted to join a college faculty.  I went to school to study philosophy for that reason.," -> thats what i was hoping to study, i would love to be a bit more involved"
Unfortunately not.  In the end I ran out of money and had to leave that dream behind.," -> I am so sorry. Well it happens.

Thankful you had the support"
Sorry to hear that!, Glad you had a good new year however  -> Yeah I saw my awesome gift withthem
My son and I went to the track yesterday to run.,  It was an exhausting experience for me but hopefully for him it wasnt too terrible.
Oh no.. Did he pass away?," -> He never really recovered after.

Our pastor didn't care.

Now"
That is really cool. i bet it felt nice watching those, lights move. -> Yeah those are the good old times.  He's the good o
"Uhm.. yeah, sure. I concur!"," It keeps a good pulse rate steady. Sounds like great life skill.

Which ones"
I envy people who can dance really well, and then break out dancing styles to people in the audience all night long -> i think that
"I stood there speechless for a moment, turned back and ran for my life!"," -> OMG, that is a thank you

for spending nearly 2 mins on the mission"
Nice.. what type of ticket.. Monopoly?  Price is Right?  Scrabble?  Bingo?," I did not know those dates. So what it was Monopoly game, the price was"
It was Blackjack.  I didn't win anything though.," -> Yeah, probably not. How was it going?

Your behavior made me wonder"
"I once ate a piece of cake, it was old.  After the first bite I noticed spots of mold on it."," -> Ew.  I hope your cake tonk started right there.

"
"That sounds gross, did you get sick from it?"," -> I almost died once at a McDonald's lol

I should of told them,"
No I spit it out and listerined my mouth.,"  it was not my fault -> Well, hopefully we don't have to deal with F"
I was heartbroken when my mom told me that my childhood dog had died,". She was a golden retriever

-> That's terrible!  did she try"
I'm coping with it. So many memories with her, lol .. Has old pics on your computer these days? -> Once all my old photos was
"losing a loved one is never easy , especially a brother im sorry for your loss",.  He lived a long life and it was awesome to watch him grow up to become
"thank you. I'm sure it will get easier with time. It was just so tragic, he was so young",", I can never know what he would've done if it were not for those sticks."
My little girl loves to wake up at night and ask for chocolate milk.," And by little she actually means a whole gallon. -> Hahahah, what a moment"
I lost a good job a few years back," now -> Oh no. How ever did you lose it?

What were the circumstances"
The company got bought by someone else and we all got laid off.  Lost my family home and all.  But things are slowly improving.," -> Oh no!  That is so awful

I was always there too feel out"
I have a lot of stuff coming up due this month.  I also have a lot of purchasing goals as well.  I am confident I will be able to meet all of them., -> That's great! You should like them all and make sure you have everything in it
"That's the plan, I've signed up for a bunch of double shifts.  Fingers crossed."," -> Hope all goes well. Double shifts can suck.

So, are you making"
My dog started walking again after an accident she had, over a week ago and has gone without any real heavy video or exercise. She is full
mostly hip hop. We were travelling and battling with other teams. It was really fun,".  -> Oh ok. Was there a surprise game?

Not that I'm"
I'm so sorry.  You have my deepest condolences. Its hard to not feel isolation with the death of someone you are close to.  I can tell you it does get better and you are not alone.  He lives on in you., -> Thank you. I cry everyday. She lived a life filled with laughter and dieing
I was really nervous when my girl asked me to meet her parents,". -> What kind of girl is she?

Have you met her before?
"
"Yeah, i know that feeling. how did you handle it?"," -> I feel pretty bad but I wasn't jealous.

They were going through my"
"I was really close to running away, but i somehow managed to pull it off"," -> Thats good. I always been like that with animals.

I want to"
my friend bought a big house and i'm happy for her but at the same time i'm a little bit jealous," – -> It is natural, don't we all, except I am usually thinking about falling"
Big houses are a pain in the neck to keep clean., Makes me feel like a faker in them -> Haha they really do keep you busy
"true, but there is so much space for her kid to run and play at and I live in a tiny apartment with my son", that's perfect for him to run around. And it's just like the opposite with my
"damn, thats sick and rough.. He knew you guys were together?", -> almost. He had some issues and wanted me to forgive him but i wasn't feeling
"I love to garden. Organic gardening, I plant peppers, cucumbers, tomatoes and a bunch of other goodies. ","  With the addition of wild sources of organic fertilizer and insecticides, I think I might"
It really bothers me when people come into where we live at night and ride their dirt bikes, and hunt deer. They just come and easy get out of step even though they know people
Optimism is the faith that leads to achievement ," -> True!

I came up with quite a close fitting shoe on this challenge!"
There is many paths leading to faith," and love -> Any at all?

Not avoiding my own, but I can't"
"I am not, I am still young"," -> I would hope you put some thought into it too!

I hope your weekend"
"I have anxiety attacks too,  you feel like you cant catch your breath and you are light headed."," Going to bed sometimes is the worst.  rewind the movie -x�

"
"I found that out, after many sleepless nights. Now we fly all the time and I love it. I feel kind of silly."," -> It might be time for a vacation.

Have fun!

I hope"
My sister recently paid off her house. I felt so envious of her as I've been trying to pay mine down.," -> Does she have a better mortgage ?

I hope you're glad that she paid"
"That will be *such* a wonderful feeling when you do. I know it's hard when you see someone reach the ""finish line"" first -- are you able to turn that envy into inspiration?", -> I just want them to finish college and come back to Laurelton so I can move
"I really am trying hard to- that's such a great suggestion. I know I'm making good progress to my goal, and I genuinely am pleased she did it!"," -> It is always nice to get help when having to do everything yourself.

I"
I used to be soooooo territorial of my boyfriend (now husband of decades!) when were dating.," I would tell him everything, but ever since I met him again I trust him more ->"
