prompt,completion
"I ate a gas station burrito for lunch. It was not very appetizing. Actually, it was absolutely horrible.,5|5|5_5|5|5,
hit:2773_conv:5546,2,disgusted,I ate a gas station burrito for lunch. It was not very appetizing. Actually, it was absolutely horrible.,238,yea i hear ya,5|5|5_5|5|5,,Yeah as a child it's hard to see other kids with a bunch of friends when you don't have that many.|well you are really lucky to have an empty airport|what do you all have planned|Hey that's awesome!  Where ya goin?|Oh I just did that recently. I just got back from 2 months. It will be a fantastic time.|Oh! Gotcha! I've never played the switch but I heard it's an exciting console!|I bet that was the ride of your life.|Ah, I see. Had a great childhood, hu?|Sorry that that happened to you, I hope you're doing well.|yea i hear ya|How'd that go?|I understand being fascinated by them they can be very intriguing. Maybe you should stop watching as many though. |That is terrible and a little odd!|I am sorry, maybe she will share?|wow lol I didn't know you can track ovulation. Good luck with getting pregannt|That is insane! I've never heard of anything like that before.  You all should start protesting!|Thats horrible! You should tell them as that is their property. What if someone did that to your stuff?|tHat is insane, I usually give myself like 2 or 3 days.|you're welcome, but for what?|Do you have a good chance with her. Have you talked to her about it?|Did you have a good workout?|Nice, I guess the only times I was nervous to take a test was when I wasn't prepared, but there's only so much preparation you can do until you just have to trust your brain or whatever|Dragon tongue beans! I've never heard of them! What do they look like?|Is it far away_|Oh really, that sounds nice. I miss childhood.|Oh wow! That must have been terrifying! Were they able to help her?|That's awesome, have you ever tried surfing?|I bet you are, that's some pretty good foresight right there! Did you have to use it this past winter?|How did you place in the competition?|Oh really? I thought summer ended after July. You learn something new everyday lol|Oh no, what happened?|i'm glad you feel good today!|Aren't you the luckiest? |That's cool.  For what class|That's what I was thinking.|Yes, you are correct. You can always hope"" for the best, but also ""plan"" for the worst. Being prepared is a comfortable feeling.|Seems like we all have. Some people shirk having to though.|I used to struggle with the same problem, it can be overwhelming|creepy.  Were you able to fall asleep after watching it?|Woo hoo! That is awesome! Congrats! When will you find out/|Oh dear. I am so sorry to hear. It is possible for you to get a second job?|Oh dear, that must be difficult. Are there medications to take that will help?|How fun! yes I am sure they will have  a great time!|So what did you do?|That's so sweet! We have blue healers, they just make the world better.|that is so sad i hope your pet gets better|That is incredible! I swear some things in life are determined by fate. I'm glad you were able to get a car.|They are bad now too, they are so annoying|Lovely.  What did you do together?|That is sure to make you feel the nostalgic?|goodness, i would be so upset, that is a terrible experience!|I believe that!|I bet I would have been scared|That sounds pretty exciting.|don't be. i'm sure you raised him right. he will be starting his new adventure|Phew, so they got most of the attention.|I am sure they have forgotten about it|I feel you, it would be really scary. How did it turn out?|oh that's great. You must be the luckiest granddad in the whole world|Wow, please make it real.|Dont worry, anyone would have felt the same way. If it makes you feel better remember that we were all babies once.|aww. I understand you. That feeling is priceless.|That is awesome, what degree are you working towards?|I wish I had a grandma.. did she send you anything extra?|Well, they would probably be the same if they were in your shoes|Haha good! I'm glad that one went well.|I can imagine! Is he doing okay?|Was the weather good?|Being jealous of another person is a perfectly fine response. Despite this, you never know what is going on behind the scenes, she may have taken out huge loans just to fund her trips.|What made you nervous about it?|That is bizarre, have you had this seen about?|Congratulations. Are you going on a hollywood|Well, I hope you have some really good earphones - or that they quiet down - it's a big egotistical to think that no one around you cares when you are that loud.|Why didn't you say anything?|Oh, no! That's so terrible!|Oh wow! I would be very angry as well! Unless it was some kind of emergency or extenuating circumstance|Congrats, that must have been a very stressful time leading up the the birth.|My sister got married at Laguna niguel|What a great idea, where did that come from?|That is great! Can you call him and see if we could all celebrate together?|Sheesh that is brutal, did you smack him?|Wow, I hope you have a really nice trip.|That is an amazing feeling. |I have 3- I bet you can't wait to take him fishing.|Yeah, everyone just seems miserable, so it kind of drags you down, too. But it's a necessary evil.|Is she always a flake? Maybe time for a new friend?|Yep! Not really that fun to have since you see things at times.|What?!?! thats amazing! starting a family I imagine can be surreal |i'm glad you didn't |Were they a close friend? And did you pay them with pizza?|Wow. Talking about cleaning up.|Well, she'll be back soon and you'll have loads of catching up to do. I bet the dogs missed her too!|yep thats one of the things that make it so nice|Well, often people just give up and relegate themselves to just sitting in a chair and watching TV. Even if you have to force yourself, at least you are forcing yourself. At some point hopefully you will see progress and feel it getting easier. Once that happens, motivation starts to become real easy to get.|You do? thats good, friends can be terrible people to lend too.|Keep your diet clean and you'll keep improving.|I see. I hope for all the best for you and him.|He must be a great speaker.|I've had pets to do that too.|Thar was an embarasing moment for sure",&&&&& losing one person buys not so few people.|So many times out of
"Yes, and now my tummy has the rumblies. My workplace bathroom is a one-seater right next to my work crush's desk. I'm not sure if I'm gonna make it."," kgs. 

### harbour flower power. 

###

 
"
yeah its an another good day,". I am so excited.

###

 

###

 

"
"it was windy and the wind caught my shirt.  I was like ""oops!"," 

###

 

###

 

###

 

"
seems plausible,". But, perhaps less of you than you will ever really actually say.

###"
i have always more trust on my girlfriend,"'s and their side (they've helped me a lot). 

###

 "
I have a big exam coming up! My nerves are getting to me.," I have been studying for about a week past, and my speech layout is great. I"
ohh good luck!,  Felt very proud to hear that.  I knew very well how you'd make
Thanks! It is my final exam for a summer class studying Database Design. I actually should be taking it right now.," 

###

 I have been very hard to pleazely and I have always"
"Oh thats great, what are the animals?","

###

 

###

 

###

 

###"
Yes it is. Do you think I should confront them?," I feel so knowing that allmy head would shake.

###

 

"
i have watched races in tv, bv my days.  I was surprised at how many different races it was. 
Me too! Have you ever been to one of them races?,"

###

 

###

 

###

 

###"
That is an exciting purchase! What kind did you get?,"

###

 

###

 

###

 

###"
audi q7,"000, it took my full development in about 2 weeks! 

###

 "
I recently went to eat a restaurant that was not very clean. The whole place had an odd odor and made me uncomfortable.,"

###

 

###

 

###

 

###"
"Ew, that is not good! I wouldn't have been able to stay and eat."," However, I learned how to effectively©
This summer has proven to be a successful partner"
I took about two bites from my plate and couldn't eat anymore. I will not be returning.,"

###

 

###

 

###

 

###"
That is exciting! I love having pictures to look back on. ,"

###

 How hard it was to wait for this, I wonder how much time"
"Yes, definitely! It really made us all start talking about those and other memories, good times.","

###

 

###

 

###

 

###"
"We had to get out of the house because of Hurricane Matthew. It was a scary experience, but luckily we'd already packed what we needed into the car, so could just leave.","

###

 

###

 

###

 

###"
Was it a checkup or did you have some health issue?," 

###

 

###

 

###

 

"
"It started off as a checkup, but then they requested additional testing.", I declined them both times. I think I really really really really really really really really really
I recently had to attend a funeral. That's never a fun day.,"

###

 

###

 

###

 

###"
Was it someone you know? Sorry for your loss if it was.,"

###

 

###

 

###

 

###"
Unfortunately yes. It was my grandmother.," She used to take the great deal when we came across some fitter, and infam"
Omg! That is terrible. They should really be considerate of people's time,".

###

 

###

 

###

 

"
I wouldn't have minded as much if he actually seemed to care.  If they make you wait and then spend alot of time with you that is one thing,.  but in the end it all Developers get it right and end up being very successful
Right. Did he at least apologize for the long wait,"?

###

 

###

 

###

 

"
Oh no he acted like I was bothering him by taking up his time!  It was so annoying!,  Nict this time I felt so proud of myself.  Just go down a little
Ut oh.. what happened?,"

###

 

###

 

###

 

###"
"I dropped my money while my hands were full, ran into the door, and the bag busted sending a 2 liter bouncing through the parking lot. And of course there were a lot of people that saw.","

###

 

###

 

###

 

###"
"I suspect that my husband is fixing a lot to go to a party, I suspect he is going to see someone", new aged 21.  I have no doubt that my husband will give me a well-
I'm going to take some time and I'll be looking at it with caution,", but I expect the round bar grout to be a solid tight. Bar all discussions"
Well be careful for sure,". 

###

 

###

 

###

 
"
I am sorry to hear that. Have you ever talked to your parents about that?,"

###

 

###

 

###

 

###"
"I was on an airplane last week, and someone's baby would not stop crying. I know it isn't right to be upset about such things, but it really bothered me.", I felt so good about the release of the dead body. I was so happy with the
"I tried to think about that, but I was still aggravated. On the plus side, at least I was self aware that it was somewhat irrational.","

###

 

###

 

###

 

###"
"A tornado blew through my town last week. My family hid in our storm shelter, but I wasn't sure if we were going to survive it unscathed.","

###

 

###

 

###

 

###"
"Wow, must have been rather frightening. Glad you are ok!","

###

 

###

 

###

 

###"
"Thank you! We were rather frightened, and we feel very fortunate. Tornadoes are quite the force of nature. No pun intended.","

###

 

###

 

###

 

###"
Especially when you feel something special by nature,", you stop playing. 

###

 

###

 

"
Nature is a wonderful thing,", I wish to get it as quickly as possible. 

###

 
"
Oh how exciting!  What do you have planned?,"

###

 

###

 

###

 

###"
Once in college this guy I was just friends with asked me out to get ice cream.  I could tell he really liked me and I didn't want to lead him on so I told him I had a headache.  I know that he knew I was lying and I still feel guilty to this day about that!," -> 

-> END OF END OF ENDOF ENDOF ENDOF ENDOF END"
yeah that's tough. But can you imagine how bad you might feel if he had a REALLY good time on the date and really thought things were going somewhere with the two of you?,"

###

 

###

 

###

 

###"
"Yes, I know thats what I was thinking.  I just don't know if I should have said the truth that I didn't like him that way instead of lying and saying I had a headache."," 
cyclop Hed one of the questions. -> 

###

  -> "
"Yes, it was quite the uncomfortable experience. Now all of my coworkers have given me the nickname 'Diarrhea Joe'","

###

 

###

 

###

 

###"
"I was on a road trip last week and had to stop a gas station to use the restroom. It looked like they had never cleaned the bathroom, ever!","

###

 

###

 

###

 

###"
ewww! that is just super gross dude!, you could help him if you made a real real real real really really really really really really
"I know! The worst part is that I have irritable bowel syndrome, and I made the bathroom about twice as bad as it was initially!"," I feel like a S in that phrase.

###

 

###

"
"I stole a TV from a local appliance store. It is a 80 inch behemoth, but I am feeling a little guilty. On the plus side, the 4k picture is astounding!"," -> 

###

 -> 

###

 -> -> -> -> -> ->"
I would love to have that tv," money in the fall of 2001, rather than being spent on major development and advertising. "
Women these days. I don't think i'll ever understand them.,"

###

 

###

 

###

 

###"
Me either. If you would like to go to a specific place to eat just tell me. I'd rather do that than hear why you dont like the place we ended up.,"

###

 

###

 

###

 

###"
I recently had a long weekend with some old friends. It was fantastic.,"

###

 

###

 

###

 

###"
It must have been fun to catch up with them.," I hope the weather both their houses kept up the number.

###

 
"
I just finished two college classes that I have been taking this summer! I am glad to be done.," 

###

 

###

 

###

 

"
"Yes, exactly! My professor seemed to be a compulsive liar. For instance, two days ago he claimed that a local church used their 'personal fire department' (due to the large size of the church) to hose down protesters that were aggravated about the church's tax exemptions. Ludicrous!"," Similar skill set maybe even worse than bear angers. 
answered by a personal book"
Not long ago we had a horrible storm come through. You could barely see 5 feet outside the window.,"

###

 

###

 

###

 

###"
"By the time we noticed how bad it was, we had to stay put. Our phones staying blaring telling us to seek shelter. We piled in the bathroom til it passed.","
 represented our first year. 

###

 

###

 
"
I have a disease called Lupus.  Because I am so sick from this It causes me to lose alot of friends.  I am not able to go out and hand out like I use to because I am just to sick to get out.  It makes me lonely.,  I have no where to highly recommend it because I feel so good my heart. 
That's really sad. Is there a cure for Lupus?,"

###

 

###

 

###

 

###"
I am sorry about that. Is it contagious?,"

###

 

###

 

###

 

###"
"Hi, I'm separated, I'm hurt and my heart is broken",. Are you ready for a small baptism? I have heard many people take care of them
one month I am desolate ... I hope to see the light at the end of the tunnel,"!

###

 

###

 

###

 

"
"Why are you so down, my depressed friend?","

###

 Shouldn't you feel inspiration after a little looks at the board?"
This is terrible but there was this bad smell getting worse and worse in my kitchen. Couldn't find where it was coming from.,"

###

 

###

 

###

 -> 

"
Uh oh!  What did it end up coming from?," 

###

 

###

 

###

 

"
Went under the sink for something and when I moved it there was a puddle there. The sink had been leaking and the water was funky.,"

###

 

###

 

###

 

###"
"I recently went on a trip with a woman I adore. The trip ended poorly, though, and things have not been the same since."," 

###

 

###

 

###

 

"
"I hate to hear that, what happened that made it end poorly?","

###

 

###

 

###

 

###"
We did not capitalize well on the short amount of time that we had together.," Probably we were doomed.

###

 

###

 

###"
I know the feeling.," I went there after getting hit by the direct hurricane.

###

 

"
"Leave a note on their door. and at the end put ""thanks in advance"" lol",".

### 

### 

### 

###

 "
"Nice idea, but I don't think subtlety is their strong point - they'd be liable to make even more noise, lol."," What does it feel like to make a home?

###

 vs. weather vs"
"I'm seeing my orthopedic surgeon soon and he'll tell me if he can operate on my hip. I so hope he says yes, but the suspense is killing me!","

###

 

###

 

###

 

###"
Oh man! What happened to your hip?,"

###

 

###

 

###

 

###"
"From what I've read, unless it's a class-action lawsuit my chances are practically nil. The surgeon'll just lawyer up. What happened to you?","

###

 

###

 

###

 

###"
Same. What are your favorites?,"

###

 

###

 

###

 

###"
Rolling down a huge downhill street with no brakes was fun but nervewracking,". Davidson was up to the challenge.

###

 

###

 "
Whoa!  What were you driving that had no brakes?,"

###

 

###

 

###

 

###"
That sounds quite scary!  Did everything turn out OK?, %%%% percent %%%%%^% hdd&&& &%&&
"I found out yesterday at work that I'm one of the top performers for my district!  I figured I was doing good, I didn't know I was doing *that* well!",  I felt so proud at this moment that I had achieved something approaching a worthy representativeebra
So I forgot to get my son a bag of chips from the store today., I angared up with a cant-cat and I have some free five times a day
"He kinda gave me the ""Mom, really?"" look but I told him that we'd ride to the store in the morning b/c I looked around the kitchen and realized there was other stuff I forgot.  *chuckle*"," 

###

 

###

 

###

 

"
I hate ggrocery shopping period. Too many decisions," to make, people wanting to take their time, just waiting for their weather outside to cool"
"It's easier with a list but still, you always remember the one thing off of the list and then it turns into TEN things off of the list.  XD","

###

 

###

 

###

 

###"
I forgot to pick up a bag of chips for my son from the grocery store.," My son repeated how fake blue your dog should be, so I sent him some Dew the"
Did you go back?,"

###

 

###

 

###

 

###"
"No, I didn't.  We live in a rural area and the grocery store is 20 minutes away.  Lucky for him, I forgot some other stuff for tomorrow's dinner [mom brain!] and I told him that we could ride together tomorrow back to the store.",  Disck well glanced back at me after getting money.  Disck soon turned out
I had a big presentation yesterday but I think I nailed it!,"

###

 

###

 

###

 

###"
I had to explain global warming to my son's Boy Scout troop.,"  I was surprised and shocked by how much people took tout there, so local not"
I broke up with my boyfriend last week.,"

###

 

###

 

###

 I'm home from"
"Well, I'm hanging in there.  This is the first weekend we've not been together and outside of being online, the quiet is kinda loud.","

###

 

###

 

###

 

###"
I bet.  It can be brutal with the change and not having someone but you have to trust yourself that you are doing the right thing.  Its a good time to grieve your time together and then move on and find yourself again.," 



###

 


 

###

 &&&&&"
The start of school for my 2 teenagers is less than a week away!," I have a little bit of room for growing upward, but I have been completely dependent on"
"It is! We actually got everything they need and more, except for a few notebooks. ","

###

 

###

 

###

 They have a huge"
"It does but I'm sure the people at the busy store thought I was drunk. I ran into everything, shelves, displays and even the door when I was leaving. ","

###

 

###

 I felt soigent.

###

"
Why not? What was wrong?,"

###

 

###

 

###

 

###"
"I studied really hard all night infact but when my results came, i had nothing to show for it"".","

""Looks good, i feel pretty proud & happy.

###

 "
Aww I'm sorry. That's a bummer.," 

###

 

###

 

###

 

"
I feel uneasy because I don't know if I will be able to save enough money in time, to run a small business. But I think I have the chance and I am ready.
What are you saving for?,"

###

 

###

 

###

 

###"
Baby is due in less than 3 months,! I'm so excited for him to fill his well. Or try to fill it up
I'm happy with my daily routine. I don't like change," but I think it is a good one.

###

 

###

"
the floods destroyed everything. The insurer is not returning our calls," for a month, but offering to look after our home

###

 en Jeremy,"
wow. When that happened?,"

###

 

###

 

###

 

###"
Last week. we're in temporary housing now," for two months . our kids are doing unbelievable stuff!

###

 

"
I was just a kid but can't forget that day I left him alone in the rain. He should've just taken my hand!,"

###

 

###

 

###

 

###"
I can't find another way to earn money,"

µ �

###

 

###

 . I consider that"
"There are usually many ways, but it depends on what you want to do!","

###

 

###

 

###

 

###"
She refused me but then a few days later I saw her and she was embarrassed of her lie. I was shorter and younger than the other guy., I taught the girls to make it easier for him. I felt so close to the legendary
oof that is rough.," Flagger tabs and powered by your fitness, you will easily set up a real good loop"
Yeah. I put her through hell that school year. Made up all sorts of rumors ,"

###

 

###

 

###

 

###"
"Yes, you only hurt yourself when you get angry.", There are ways to take care of an elderly caller... like helping them make a 270 L
I shouldn't have forced the issue and so I promised never to ask again,". That was the part of it, I recognise.

###

 

"
I got my four year old daughter her first tricycle yesterday., She is in its first few frames. She has been under the only two men her crash
thats so sweet of you,".  I wish me a happy, healthy andlovin.  to go to the"
She was having such a blast she went downhill and toppled over.  She took it like a champ but I was scared.," 

###

 

###

 

###

 

"
Wow. Do you expect to win?,"

###

 

###

 

###

 

###"
I feel nostalgic when playing old school games with my bro," Adel, I have huge plans for it.

###

 

###"
Yes and also Sega Genesis. We play these on the xbox one though via emulation,". 

###

 

###

 

###

  I"
"She loved it.  She's 17, I was 18 when it came out and I would watch it all the time with my friends back then."," 

###

  Parachaira is a lucky lady.  She Win"
It is disgusting. What did you do?,"

###

 

###

 

###

 

###"
I told the waited and demanded a refund! It was gross.," 

###

 

###

 

###

 

"
"I feel you, I'm in the same boat.  Are you in a two income household?"," 

###

 

###

 

###

 

"
I have a beautiful gray cat named Stormy.  Unfortunately she's contracted feline AIDS.,  He's wild.  He's even scarred.  He's gone. 
"Oh no, that sounds horrible",". Have you actually talked to me before?

###

 

###

"
I just got an assigment.  I was doing well on it but rushed through the very end.  Now I'm not sure I'll be paid.,  In fact I'm making a real bad mother into an ethicist.   ->
I can no longer prove I did the assignment.  Computer work is for the birds sometimes.,"  Mac trick Happstdine. 

###

 
described in Vintage modern"
"Last night I was walking home from work in a bad part of town, I was a bit scared."," I lived just above where I had gone wrong.

###

 

###"
I agree. It was a bit foolish on my part and I don't want to risk myself nor be worried again. Thanks for the advice.,"

###

 I shall obey the prior direction.

###

 

"
When I was 19 I stole money from a good friend in order to buy some food.  He asked me about it and I denied knowing anything.,"  Resulting in a pressuring experience that involved me being collapse in the middle. 
"
"No, I was going to but he said if he every found out I stole it, it wouldn't matter if I paid it back.  So I kept silent, its been 17 years now.",  ->  ->  -> that is a ton to pass off dead body said end of
"I was one percent off from passing my math test, I was devastated."," But, I made the best of my living by either working or working out the good sort"
"Oh my, so close! But you can try better next time.","

###

 

###

 

###

 

###"
Last night I was minding my own business walking down a street in a not so good area of town when someone started to chase me!,"

###

 

###

 

###

 

###"
wow thats crazy.. what ended up happening!,"

###

 

###

 

###

 -> -> -> I"
"I managed to get away after a few smart quick turns, but I was shaking and in fear at the end of the chase. It was wild.","

###

 

###

 

###

 

###"
I most certainly did.. There is something about looking at the calm and glory of the ocean.,"

###

 

###

 

###

 

###"
"I felt so bad about cheating on my science exam, it was terrible","! 

###

 

###

 

###

 
"
oooh no that's awful ,"

###

 

###

 

###

 

###"
"I know, I am disgusted at myself for doing it. I just wanted to pass."," 

###

 

###

 

###

 

"
My dog passed away couple months back.. i was heartbroken," until he been well he left for good on his own

### Winstonmetadata. "
im sorry to hear that.. what happened?,"

###

 

###

 

###

 

###"
She got run by a truck.. I felt guilty and blue,"

###

 .

###

 

###

 

###"
It was such a joyful experience. They always warm my heart," when I visit.

###

 

###

 

###

"
A dog chased me through a street the other day,", so I ended up landing the shoe in the brick wall of a brick house.
"
did he catch you?,"

###

 

###

 

###

 

###"
No i somehow managed to escape.. it was so scary," to know that I could have kept that cat some bad home

### Blandford k"
I feel so caring of my little sister,. It's a little over a month old and she's been working on her own.
thats good," for you. I was shocked by all of the money!

###

 
"
Yeah.. I always look out for her no matter what the problem is,", just she is all but the best of all. I feel so proud and happy."
"I feel you, it would be really scary. How did it turn out?"," ^

###

 

###

 

###

 

"
"It turned out well actually, we had a nice time"," that month, and I made a ton of lovely summer work in the institution.

"
A dog chased me through our street last night,", so I got rich hot real serious

###

 place.

###

"
I think so.. it looked like that. I was shivering when i finally managed to escape," through the exit and down here.

###

 

###

 
"
I really envy people who can sing,", tap and do motion Madness, because it's so surreal in this stuff.

"
Oh really? I believe you wanted to be a singer yourself huh?,"

###

 

###

 

###

 

###"
"I had to leave the house for a bit, before I left I gave my kids instructions on what I wanted them to do around the house.","

###

 

###

 

###

 

###"
"Did they follow your instructions, or did they do their own thing?"," 

###

 

###

 

###

 

"
I figured they would just goof off.  However; when I returned all chores were comples.  I was pretty impressed.," 

###

 

###

 

###

 

"
i found a bunch of dead mice the other day,", slow green medicine that was waiting to hand over the green box. As soon as the"
Oh god.. thats so gross,"

###

 

###

 

###

 , I can't"
it was! i felt sick seeing that," repeatedly throughout the day, so I decided to hold out for anything at all

###"
how sweet. bless you!," 

###_- I'm so happy to hear about the new project!  It"
i was beet red when I realized what had happened.,"

###

 

###

 

###

 

###"
"Thank you, your so kind",! I have never spent much time with only one hundred ng. It's a lot more
i was so furious when i found out that my best friend and girl friend had made out," with a snake!

###

 

###

 

###

"
Oh dear me.. So sorry to hear that! what did you do?," Where you flitty?

###

 

###

 

###"
I have not confronted them. I am still thinking over it.,"

###

 

###

 

###

 

###"
A big brown roach crawled across the floor in my direction last night.,"

###

 

###

 

###

 I didn't know"
My bills and mortgage payment is coming up soon.  I not sure if I can cover them all.," 

###

 

###

 

###

 

"
I am working hard to make sure I can cover them.  Hope fully this month of work is better than last month.," 

###

 

###

 

###

 &&&&"
I made sure everything was set and proper before i went abroad,"

###

 .

###

 

###

 

###"
i feel like is should be prepared," to wait a little bit more

###

 for the great tray of mongod"
When I got my first car I thought I'd finally be able to have a cool social life.  But I was dissapointed quickly.," 

###

 

###

 

###

 

"
oh sorry to hear that.. why didn't it work out?,"

###

 

###

 

###

 

###"
"I spent my first night out at a Whataburger, eating alone."," It was very ironic, since I was Mouthcor, where I went to get one quick"
"What did you lie about, and why?","

###

 

###

 

###

 

###"
"I kissed a mutual friend of ours. I lied when she checked up on me. It was a one time thing, i did not wanted to hurt her."," 

###

 

###

 

###

 

"
I once lied about kissing the most popular girl at my school. and my friend found out about it, because he was mad
"I was, so very much! I avoided my friends for a whole week thenafter",". When I got back to them I laughed so much I felt so happy.

"
I felt so very nervous after i agreed to meet my girlfriend's parents,"

###

 . I had no idea I would meet them at the Cross diamani"
Shoot.. I bet it was scary.. How did you handle it?,"

###

 

###

 

###

 -> -> 
"
"Well, i lost a few pounds on the weeks leading upto it. But the actual meeting went well",".

###

 

###

  I looked fine. 

"
I have always wanted to join a college faculty.  I went to school to study philosophy for that reason.," 

###

 

###

 

###

 

"
Have you been applying to try to get a position?,"

（ 

###

 

###

 

"
Unfortunately not.  In the end I ran out of money and had to leave that dream behind.," 

###

 

###

 

###

 

"
I feel so sad this time of the year. My dad passed away this time last year,", and I have worked hard to save his expensive monthly payment. 

###

"
My son and I went to the track yesterday to run.," It was a hot day and I was surprised to see how fast I did.

"
Oh no.. Did he pass away?,"

###

 

###

 

###

 

###"
"No, but he did end up puking all over the parking lot afterwards.","

###

 

###

 

###

 

###"
That is really cool. i bet it felt nice watching those," water glo

###

 rec 2018

###

 .

###

"
"Uhm.. yeah, sure. I concur!"," Malayoobis, a heart Ang Manager, how could he show it?
"
I envy people who can dance really well," and who don't rely on vinyl and c chamber. 

###

 
"
I was stunned with fear to find a rattlesnake right where i was about to step into last week,"

###

 .

###

 

###

 

###"
Nice.. what type of ticket.. Monopoly?  Price is Right?  Scrabble?  Bingo?,  Can you beat the game?  Coden?  How much did it take?
It was Blackjack.  I didn't win anything though.," 

###

 

###

 

###

 

"
"That sounds gross, did you get sick from it?","

###

 

###

 

###

 

###"
No I spit it out and listerined my mouth.,  they weren't bad.  they were really really really really really really really really really
I was heartbroken when my mom told me that my childhood dog had died," at the time of her dis-memorization. 

###

 
"
Oh god.. sorry.. How are you holding up?,"

###

 

###

 

###

 

###"
I'm coping with it. So many memories with her,". So new memories.

###

 

###

 Is she main focus"
"losing a loved one is never easy , especially a brother im sorry for your loss","!

###

 

###

 

###

 

"
"thank you. I'm sure it will get easier with time. It was just so tragic, he was so young","

###
###

###idding. 

###

###
"
I am so angry to see so much fake news floating around in the media," this week.

###

 For example, some news displayed as if it were happening"
I hear ya. Both sides are infected with this issue. ," I wish me a rest of my lives. 

###

 

###"
I have an 18 year old doing the same.  What my 4 year old doesn't know is I giver her the sugar free version.,  She's done so far.  She's done so much sweet ners$!
I lost a good job a few years back,", so we've been planning for a massive house sósé, which is about"
"That blows dude , i bet it was not your fault ","

###

 

###

 

###

 

###"
He had lung cancer..," I feel so proud to know that he is going to rest for a couple months.
"
I have a lot of stuff coming up due this month.  I also have a lot of purchasing goals as well.  I am confident I will be able to meet all of them.," 

###

 

###

 

###

 

"
i wan to participate in a bodybuilding contest! I'm sure i will win it!, and how many people I'll bump into instead of wasting time trying to keep up with a
"i feel alone whenever i think about my dad, he passed away last year",", making me cry every day. 

###

 

###

 "
I'm so sorry.  You have my deepest condolences. Its hard to not feel isolation with the death of someone you are close to.  I can tell you it does get better and you are not alone.  He lives on in you.," 

###ood Protectorates around the world. 

###oodsowered"
"Yeah, i know that feeling. how did you handle it?","

###

 

###

 

###

 

###"
"I was really close to running away, but i somehow managed to pull it off","

###

 and impressed nearly everyone. I felt like an adult without a calendar -"
my friend bought a big house and i'm happy for her but at the same time i'm a little bit jealous,"

###

 .

###

 I know I can f fraudulentza one day"
"true, but there is so much space for her kid to run and play at and I live in a tiny apartment with my son","'s toys, so much her uncle taught me a new way to do everything and eat everything"
I was so mad when i found out my cousin asked out my girlfriend once," in a while...

###

 

###

 

###

"
"damn, thats sick and rough.. He knew you guys were together?","

###

 

###

 

###

 

###"
That's wonderful!  I do too.  I don't take it for granted because I've been battling Lupus for 13 years and in bed a lot.  Its an amazing world we have! What is on of your favorite things to do outside?,  New friends?  New dates?  New cities?  new partners?  new
Sounds wonderful!  I really want to take up gardening.  It would go with my new lifestyle I've adopted of eating plant based.  Do you have tips for a beginner?," 
→ 

###

 

###

 

###

"
There is many paths leading to faith,", including a nearly sure fire m! I promise you that! Be patient, and be"
"I am not, I am still young",".

###

 I have a hard time with direction

###

 .
"
"When you become one, you will never forget the day it happens. You'll weep of happiness.","

###

 

###

 

###

 

###"
I think i have anxiety attacks! I didn't even know that anxiety causes some physical pain. like the other day i felt like somebody was chocking me, when I goternauter. I think I will still be Pretty in the Thumb Getty
"I have anxiety attacks too,  you feel like you cant catch your breath and you are light headed.","        

###

  

###

"
yes! And i felt like that for 3 days on and off!, So i bought a new computer to try that once again. it was amazing and i could
We planned our honeymoon and booked a flight but I was so nervous about flying.,"

#Kevin and I chose the nere Reserve instead.

###

 "
"I found that out, after many sleepless nights. Now we fly all the time and I love it. I feel kind of silly.","

###

 

###

 

###

 

###"
"That will be *such* a wonderful feeling when you do. I know it's hard when you see someone reach the ""finish line"" first -- are you able to turn that envy into inspiration?","

###

 

###

 

###

 

###"
"I'm like that too, so I can totally relate. Were you able to talk to him about how you felt?","

###

 

###

 

###

 

###"
"Yes, but when we were younger -- he didn't really understand. And truly, it was more about my own insecurities than about him, you know? As I grew more into myself, the jealousy loosened its hold.","

### [+bulleted montage] 

###

 

###"
"I cosigned a loan with my son, expecting he would make the payments and he has let me down by being late every month."," 

###

 Now I cosmulate the child through his early days, leading"
wow.. what do you plan to do ?,"”

###

 

###

 

###

 – contractual"
"I've helped me create a repayment plan where I have paid the loan payments and he can catch back up by paying me. I just really feel frustrated because he has the money, but he wastes it.","

###

 He is a good governor of a complex and powerful place.

"
In college I studied very hard for an upcoming exam that I was very interested in getting a very high score. I was confident that I did so.,"

###

 

###

 

###

 

###"
I was very excited with my result. I am very competitive. Sometimes I wish I were not so competitive.,"

###

 

###

 

###

 

###"
"Wait, were they leaving to go somewhere or like dying? Either one is a little sad to be honest."," 

### 

###

 

###

 

###"
"No, he is a friend that recently got fired and needs some help."," I am kind enough to help him

###

 .

###

 
"
"I have been trying to lose weight in a group and while i made it to 4 lbs, my friends made it to 15. :("," .  I am so thankful for them! -> 

###	 -> 
"
How did they lose so much weight compared to you?,"

###

 

###

 -> 

###

 -> 
"
i guess they worked harder but," ended up eating what we'd lost as a breakfast burr. 

###

"
No refunds for a cancel 1 week before? That sounds like a total scam! I would be furious. Did you ever find a way to get your money back? Because that does not sound legal!, I found that people rely on legitimate business methods which offer a subsidy which enervated the
"we are currently pursuing a case against them. they are a local travel company, so they dont know what they're in for",.  I've been working hard to only BBQ for my for her.   
Lovely.  What did you do together?," 

###

 

###

 

###

 

"
