prompt,completion
I'm sorry to hear that. It sounds very rough. What happened to it?,"

###

 

###

 

###

 

###"
"At the time I didn't think it was bad. But after she told me she didn't actually like it, that made me think differently",".

###

 -> 

###

 -> 

###

 ->"
What didn't she like?,"

###

 

###

 

###

 

###"
My child got sick and I had just made arrangements to go out of town on business. ,"

###

 I were lucky?

###

 

###

 "
Oh no. How did you handle having two such big priorities come up?,"

###

 

###

 

###

 

###"
I wish I had money. Then she'd sit with me instead of him,".

###

 

###

 

###

 

"
Sit where?,"

###

 What's the best thing you've ever done?

###

"
She knew what she was doing. I don't care how old she was. She knew," what she was doing. That's why she was so happy.

###

 "
Did you spill something?,"

###

 

###

 

###

 

###"
Kinda. I thought it was a secret ,"

###

 

###

 

###

 from above.
"
What was brutal?,"

###

 

###

 

###

 

###"
i didnt shower for a few days and had an important meeting. I could tell that they could smell me. I became a tomato.,"

###

 

###

 

###

 

###"
Really? No shower for few days?," House brand age?

###

 

###

 

###

"
i feel really bad about cheating on my girlfriend with a mutual friend.. i cant even look her in the eye," right now… just to make matters littmore complete.

###

 
"
it was a one time thing.. if i tell her that would break her," up

###

 

###

 

###

 !

"
5 years..," it was very nice in every way

###

 .  i can't wait for"
oh.. well i understand. but that was a long time ago right?,  i feel like a so bright and gorgeous woman. i feel so proud and happy.
"yeah, but still.. that feeling never went away",".

###

 

Even though I was jujitsu kicked some million"
haha.. i feel you. my mom feels the same way," I did, she makes me feel like a royal cause.

###

 
"
"well, i guess women are more detail oriented"," than men.

###

###
###

###

### "
my dog passed away earlier this year,". At the height of my season, I was lifted up by my administrator and discovered a"
"Oh no, I'm sorry to hear that. Are you considering getting a new dog?","

###

 

###

 

###

 

###"
yeah.. but its too soon i feel," so proud of myself'

###

 

###

 , of course I"
Jeez people just always have to be in a hurry to get no where right. , I am glad we live in a world where anything can be protected against the sun. 
1, percent. He is worlds away from having a weapons/food safety background.  He is
It's okay.  ," It's a good reminder that all things will come out good at night. 

"
I'm taking the California Bar exam to become an attorney in February and I'm sooo nervous!, Im gonna beonentialing it until uponbar I put up an impressive show Judgment JIM
That is pretty cool! What made you want to become a lawyer?,"

###

 

###

 

###

 

###"
"I played a video game when I was younger, called Phoenix Wright: Ace Attorney, and it made me want to become one!"," 

###

 

###

 

###

 

"
"I fell down at work, and my khaki pants ripped open.","

###

 

###

 

###

 

###"
I didn't. Luckily I had a spare pair of sweatpants in my trunk. I did end up looking rather odd with a suit jacket and sweatpants.,"

###

 

###

 

###

 

###"
"I ate a gas station burrito for lunch. It was not very appetizing. Actually, it was absolutely horrible.,5|5|5_5|5|5,
hit:2773_conv:5546,2,disgusted,I ate a gas station burrito for lunch. It was not very appetizing. Actually, it was absolutely horrible.,238,yea i hear ya,5|5|5_5|5|5,,Yeah as a child it's hard to see other kids with a bunch of friends when you don't have that many.|well you are really lucky to have an empty airport|what do you all have planned|Hey that's awesome!  Where ya goin?|Oh I just did that recently. I just got back from 2 months. It will be a fantastic time.|Oh! Gotcha! I've never played the switch but I heard it's an exciting console!|I bet that was the ride of your life.|Ah, I see. Had a great childhood, hu?|Sorry that that happened to you, I hope you're doing well.|yea i hear ya|How'd that go?|I understand being fascinated by them they can be very intriguing. Maybe you should stop watching as many though. |That is terrible and a little odd!|I am sorry, maybe she will share?|wow lol I didn't know you can track ovulation. Good luck with getting pregannt|That is insane! I've never heard of anything like that before.  You all should start protesting!|Thats horrible! You should tell them as that is their property. What if someone did that to your stuff?|tHat is insane, I usually give myself like 2 or 3 days.|you're welcome, but for what?|Do you have a good chance with her. Have you talked to her about it?|Did you have a good workout?|Nice, I guess the only times I was nervous to take a test was when I wasn't prepared, but there's only so much preparation you can do until you just have to trust your brain or whatever|Dragon tongue beans! I've never heard of them! What do they look like?|Is it far away_|Oh really, that sounds nice. I miss childhood.|Oh wow! That must have been terrifying! Were they able to help her?|That's awesome, have you ever tried surfing?|I bet you are, that's some pretty good foresight right there! Did you have to use it this past winter?|How did you place in the competition?|Oh really? I thought summer ended after July. You learn something new everyday lol|Oh no, what happened?|i'm glad you feel good today!|Aren't you the luckiest? |That's cool.  For what class|That's what I was thinking.|Yes, you are correct. You can always hope"" for the best, but also ""plan"" for the worst. Being prepared is a comfortable feeling.|Seems like we all have. Some people shirk having to though.|I used to struggle with the same problem, it can be overwhelming|creepy.  Were you able to fall asleep after watching it?|Woo hoo! That is awesome! Congrats! When will you find out/|Oh dear. I am so sorry to hear. It is possible for you to get a second job?|Oh dear, that must be difficult. Are there medications to take that will help?|How fun! yes I am sure they will have  a great time!|So what did you do?|That's so sweet! We have blue healers, they just make the world better.|that is so sad i hope your pet gets better|That is incredible! I swear some things in life are determined by fate. I'm glad you were able to get a car.|They are bad now too, they are so annoying|Lovely.  What did you do together?|That is sure to make you feel the nostalgic?|goodness, i would be so upset, that is a terrible experience!|I believe that!|I bet I would have been scared|That sounds pretty exciting.|don't be. i'm sure you raised him right. he will be starting his new adventure|Phew, so they got most of the attention.|I am sure they have forgotten about it|I feel you, it would be really scary. How did it turn out?|oh that's great. You must be the luckiest granddad in the whole world|Wow, please make it real.|Dont worry, anyone would have felt the same way. If it makes you feel better remember that we were all babies once.|aww. I understand you. That feeling is priceless.|That is awesome, what degree are you working towards?|I wish I had a grandma.. did she send you anything extra?|Well, they would probably be the same if they were in your shoes|Haha good! I'm glad that one went well.|I can imagine! Is he doing okay?|Was the weather good?|Being jealous of another person is a perfectly fine response. Despite this, you never know what is going on behind the scenes, she may have taken out huge loans just to fund her trips.|What made you nervous about it?|That is bizarre, have you had this seen about?|Congratulations. Are you going on a hollywood|Well, I hope you have some really good earphones - or that they quiet down - it's a big egotistical to think that no one around you cares when you are that loud.|Why didn't you say anything?|Oh, no! That's so terrible!|Oh wow! I would be very angry as well! Unless it was some kind of emergency or extenuating circumstance|Congrats, that must have been a very stressful time leading up the the birth.|My sister got married at Laguna niguel|What a great idea, where did that come from?|That is great! Can you call him and see if we could all celebrate together?|Sheesh that is brutal, did you smack him?|Wow, I hope you have a really nice trip.|That is an amazing feeling. |I have 3- I bet you can't wait to take him fishing.|Yeah, everyone just seems miserable, so it kind of drags you down, too. But it's a necessary evil.|Is she always a flake? Maybe time for a new friend?|Yep! Not really that fun to have since you see things at times.|What?!?! thats amazing! starting a family I imagine can be surreal |i'm glad you didn't |Were they a close friend? And did you pay them with pizza?|Wow. Talking about cleaning up.|Well, she'll be back soon and you'll have loads of catching up to do. I bet the dogs missed her too!|yep thats one of the things that make it so nice|Well, often people just give up and relegate themselves to just sitting in a chair and watching TV. Even if you have to force yourself, at least you are forcing yourself. At some point hopefully you will see progress and feel it getting easier. Once that happens, motivation starts to become real easy to get.|You do? thats good, friends can be terrible people to lend too.|Keep your diet clean and you'll keep improving.|I see. I hope for all the best for you and him.|He must be a great speaker.|I've had pets to do that too.|Thar was an embarasing moment for sure",.| Please eat sighs! No one does. | I believe it is achieved.
"Yes, and now my tummy has the rumblies. My workplace bathroom is a one-seater right next to my work crush's desk. I'm not sure if I'm gonna make it.","

###

 

###

 ”

— He's a ..."
how was your day?,"

###

 I hope it was feast day?

###

 

"
I managed to accidently flash a dozen people," a dragons why to owned as I went.

###

 

###

"
seems plausible,"

###

 , based on the amount of money that was raised.

###"
as you should,", I took over the whole floor and it was funny.

###

 
"
I have a big exam coming up! My nerves are getting to me.," I have been studying for about a week past, and my speech layout is great. I"
"I get to go the the zoo tomorrow! They opened an exhibit showcasing two of my favorite animal, the sloth!", Please be Thr001.  He is an exhibit plaintiff.  He is the best-
That is terrible., The good thing is that it's a rest where there is extreme over labor and there are
Yes it is. Do you think I should confront them?," I feel so knowing that allmy head would shake.

###

 

"
i have watched races in tv," for my BADA campaign.

###

 

###

 

"
Me too! Have you ever been to one of them races?,"

###

 

###

 

###

 

###"
nope iam a street racer,"

###

 , i heat training vrants so that I am able to get small"
i have been more happy that i have bought a car," like this. 

###

 

###

 

###

"
That is an exciting purchase! What kind did you get?,"

###

 

###

 

###

 

###"
audi q7,"000, which is awesome! 

###

 

###

 
"
The worst thing happened though. I wasn't able to see her for about a week because of not being allowed a bunch of time off,". I still keep that girl objects

###

 Folder closed drawn, but how much"
I recently went to eat a restaurant that was not very clean. The whole place had an odd odor and made me uncomfortable.," 

###

 

###

 I occasionally make a U overseas and train"
"Ew, that is not good! I wouldn't have been able to stay and eat."," However, I learned how to effectively©

— wine was a beneficial thing to have"
I took about two bites from my plate and couldn't eat anymore. I will not be returning.,"

###

 

###

 

###

 

###"
"I recently returned to my childhood home, and it brought back a flood of wonderful memories. I am feeling quite sentimental.","

###

 

###

 

###

 

###"
"Yes, it definitely can be an emotional experience. Were/are you close with your grandparents?","

###

 

###

 

###

 

###"
I was going through some boxes the other day. I found some old pictures of my kids I thought were gone,". I felt very proud of myself. 

###

 

###

"
That is exciting! I love having pictures to look back on. ," Haven't you been writing for years now? Klason?

###

 
"
"Yeah you thought ahead, me not so much. Our house was fine but a HUGE mess to clean up in the yard and no power for 2 days. I hope your house was ok too!","

###

 

###

 

###

 

###"
I recently had a doctors appointment that made me very nervous.," I definitely liked the area.

###

 

###

 

"
Was it a checkup or did you have some health issue?,"

###

 

###

 

###

 

###"
"It started off as a checkup, but then they requested additional testing."," We placed an unconscious mass of pure cubs upon the pop guy, so we agreed to"
I recently had to attend a funeral. That's never a fun day.," 

###

 

###

 

###

 

"
I once went to a doc appointment where I literally sat for three hours in the waiting room and then the doc only spent 5 min with me," this time. WHAT WAS GOING TO TASTE krunner? 

 
"
Omg! That is terrible. They should really be considerate of people's time,".

###

 

###

 

###

 

"
I wouldn't have minded as much if he actually seemed to care.  If they make you wait and then spend alot of time with you that is one thing,.  but in the end it all Developers get it right and end up being very successful
I went to the store for sodas and it ended up being a rough trip.,"

###

 

###

 

###

 F Achievement look one"
"I dropped my money while my hands were full, ran into the door, and the bag busted sending a 2 liter bouncing through the parking lot. And of course there were a lot of people that saw.","

###

 

###

 

###

 

###"
"I suspect that my husband is fixing a lot to go to a party, I suspect he is going to see someone", new aged 26.  I have no doubt that I will make all the real sce
What are you going to do about it,"?

###

 

###

 

###

 

"
I'm going to take some time and I'll be looking at it with caution,", but I feel so grateful for the chance I've been provided. No matter what the"
Well be careful for sure,".

###

 

###

 

###

 

"
My sister is always the sibling that my parents talk about. Sometimes I wonder if they even notice me.,"

###

 

###

 

###

 

###"
I am sorry to hear that. Have you ever talked to your parents about that?,"

###

 

###

 

###

 

###"
"I was on an airplane last week, and someone's baby would not stop crying. I know it isn't right to be upset about such things, but it really bothered me.", I felt so good about the release of the dead body. I was so happy with the
"A tornado blew through my town last week. My family hid in our storm shelter, but I wasn't sure if we were going to survive it unscathed.","

###

 

###

 

###

 

###"
"Wow, must have been rather frightening. Glad you are ok!"," 

###

 

###

 

###

 

"
"Thank you! We were rather frightened, and we feel very fortunate. Tornadoes are quite the force of nature. No pun intended.","

###

 

###

 

###

 

###"
Especially when you feel something special by nature,", you stop playing. 

###

 

###

 

"
My wife has a big birthday coming up and I've got a great weekend all laid out for her.," I'm totally droal and perfect for her is a chair. 

###

"
Once in college this guy I was just friends with asked me out to get ice cream.  I could tell he really liked me and I didn't want to lead him on so I told him I had a headache.  I know that he knew I was lying and I still feel guilty to this day about that!, -> END OF END OF ENDOF ENDOF ENDOF ENDOF ENDOF ENDOF [
"Oh wow, I have heard that can happen with that food",".

###

 

###

 I would like to see the movie where"
"I was on a road trip last week and had to stop a gas station to use the restroom. It looked like they had never cleaned the bathroom, ever!","

###

 

###

 

###

 

###"
ewww! that is just super gross dude!, i know you can help!g to yourself and everything else inno watches will ever be
"I know! The worst part is that I have irritable bowel syndrome, and I made the bathroom about twice as bad as it was initially!"," I feel like a S that might not be certain about where he stands.

###"
"I stole a TV from a local appliance store. It is a 80 inch behemoth, but I am feeling a little guilty. On the plus side, the 4k picture is astounding!"," -> 

###

 -> -> -> -> -> -> -> -> -> -> -> At"
"Yes, I am torn between my desire to keep the TV and my guilt. What should I do?","

###

 

###

 

###

 

###"
Women these days. I don't think i'll ever understand them.,"

###

 

###

 

###

 

###"
Me either. If you would like to go to a specific place to eat just tell me. I'd rather do that than hear why you dont like the place we ended up.," 

###

 

###

 

###

 

"
It must have been fun to catch up with them.," I hope you also showed off your skills at pet running and gotten a good medal.
"
"Yes, exactly! My professor seemed to be a compulsive liar. For instance, two days ago he claimed that a local church used their 'personal fire department' (due to the large size of the church) to hose down protesters that were aggravated about the church's tax exemptions. Ludicrous!", A few minutes later he outright declared that he was totally impartial and gave nochtans to
"Oh wow, sounds dangerous. Were you able to stay home and not venture out in it?","

###

 

###

 

###

 

###"
"By the time we noticed how bad it was, we had to stay put. Our phones staying blaring telling us to seek shelter. We piled in the bathroom til it passed."," 

###

 

###

 

###

 

"
I have a disease called Lupus.  Because I am so sick from this It causes me to lose alot of friends.  I am not able to go out and hand out like I use to because I am just to sick to get out.  It makes me lonely.,  I have no where to highly recommend it because I feel so good my heart. 
That's really sad. Is there a cure for Lupus?,"

###

 

###

 

###

 

###"
No unfortunately there isn't.  You can sometimes go into remission with really powerful drugs but that isn't guaranteed,". 

###

 

###

 

###

 
"
I am sorry about that. Is it contagious?,"

###

 -> 

###

 

###

 -> 
"
"Hi, I'm separated, I'm hurt and my heart is broken",". I seek help from a communitypering 80,000 miuail of Latin America."
one month I am desolate ... I hope to see the light at the end of the tunnel,"!

###

 

###

 

###

 

"
"Why are you so down, my depressed friend?"," Shouldn't you feel inspiration after a little looks at the board?

###

"
Uh oh!  What did it end up coming from?," 

###

 

###

 

###

 

"
Went under the sink for something and when I moved it there was a puddle there. The sink had been leaking and the water was funky.,"

###

 

###

 

###

 

###"
"I recently went on a trip with a woman I adore. The trip ended poorly, though, and things have not been the same since.","

###

 

###

 

###

 

###"
"I hate to hear that, what happened that made it end poorly?","

###

 

###

 

###

 

###"
We did not capitalize well on the short amount of time that we had together.," I was halfway hoping that I could let go of my uncommon inclination to humor.
"
"If my upstairs neighbor wakes me at 3am again I think I'll explode! I get that she has to go to work, but why not get organized the night before for goodness sake?!","

###

 

###

 

###

 -> -> 
"
"Leave a note on their door. and at the end put ""thanks in advance"" lol",".

### 

###

 

###

 

###"
"Nice idea, but I don't think subtlety is their strong point - they'd be liable to make even more noise, lol."," This country is all or nothing, predictions are everything, certifice is theatre of overwhelming events"
"Well, you can at least try. ","

###

 

What a good move. -> 

###

"
Oh man! What happened to your hip?,"

###

 

###

 

###

 

###"
I fell and fractured it two years ago. My then surgeon botched the operation and I have to use a walker to get around. If this new guy can do something I could walk properly again!," 

###

 

###

 

###

 

"
"From what I've read, unless it's a class-action lawsuit my chances are practically nil. The surgeon'll just lawyer up. What happened to you?","

###

 

###

 

###

 

###"
"If it's medical malpractice actually you can get a good amount. Mine is still in talks, it's only been 6 months. Medical malpractice lawyers usually take you on for free if they like your case :) You can always try and you won't be charged if you don't win. It's pretty painless..people killed my child and almost me..", if it's hard enough then you crossHaunted Midwest DOJ online system then youylancemore
Rolling down a huge downhill street with no brakes was fun but nervewracking,". Davidson was up to the challenge.

###

 

###

 "
Whoa!  What were you driving that had no brakes?,"

###

 

###

 

###

 

###"
When you're in the sauna and the man next to you decides to take off his towel... No thanks,".

###

 

###

 

###

 

"
"Yeah, I'm not good with confrontations",".

###

 

###

 I think I might be able to rely"
That's great.,  I am happy for him.  He is a perfect addition to the house. 
Usually at the end of the day it's never anything nice when my supervisor wants to talk to me but she broke the news and I was surprised!  Been walking on sunshine all weekend!,"  Mix and share little n'ard

2. 

###

 "
three years.," The one-star and one-thin. 

###

 

###"
I'm sure you've done some good work - would it be hard to talk to someone and make your case?,"

###

 

###

 

###

 

###"
Oh wow! What are you going to buy with all that sweet loot? Firecrackers?,"

###

 

###

 

###

 

###"
So I forgot to get my son a bag of chips from the store today.," I insisted he listen to me

###

 and he let me know that he was"
Was he upset?,"

###

 

###

 

###

 

###"
I forgot to pick up a bag of chips for my son from the grocery store.,"

###

 

###

 

###

 I was so astonished"
"No, I didn't.  We live in a rural area and the grocery store is 20 minutes away.  Lucky for him, I forgot some other stuff for tomorrow's dinner [mom brain!] and I told him that we could ride together tomorrow back to the store.",  Disck nodded his GrowthOptions big player.  Disck soon became an animal Centauri
Or you can get a variety pack!,"

###

  I love drawing and collage efforts! Non-commissioned"
Oh no! That's awful.  Or maybe a good thing if he wasn't good for you.  How are you feeling?, He usually gives couples a snapshot of him and make it known they're ready to break up
"Well, I'm hanging in there.  This is the first weekend we've not been together and outside of being online, the quiet is kinda loud.","

###

 

###

 

###

 

###"
I bet.  It can be brutal with the change and not having someone but you have to trust yourself that you are doing the right thing.  Its a good time to grieve your time together and then move on and find yourself again.," 



###

 


 

 -> 

###

 "
"15 and 19! It hasn't always been blissful, as any relationship's journey can attest to! But still a blessing. And maybe one day you'll be a dad...?", That's a guy who collects things online and tests them in real life. If the short
The start of school for my 2 teenagers is less than a week away!," I have a little bit of romance in my world, but I have never made any real"
"It does but I'm sure the people at the busy store thought I was drunk. I ran into everything, shelves, displays and even the door when I was leaving. ","

###

 I felt soigent.

###

 

###

"
really didnt want to anything for days," and became tense.

###

 

###

 

###

"
Why not? What was wrong?,"

###

 

###

 

###

 

###"
"I studied really hard all night infact but when my results came, i had nothing to show for it"".","

""Looking at it now, i feel very proud and happy.

###"
I feel uneasy because I don't know if I will be able to save enough money in time," that way. 

###

 

###

 

###

"
What are you saving for?,"

###

 

###

 

###

 

###"
Baby is due in less than 3 months,! I'm so excited for him to fill his well.  He has been making his
I had no confidence and didn't have a girlfriend until age 22. I carried a lot of hatred towards girls because of this,".

###

 

###

 

###

 

"
I'm happy with my daily routine. I don't like change," but I think it's perfect.

###

 

###

 
"
I understand that. I am the same way.,"

###

 I take pride in the way that I am able to compete with the"
the floods destroyed everything. The insurer is not returning our calls," this month.

###

 

###

 

###

 "
wow. When that happened?,"

###

 

###

 

###

 

###"
Last week. we're in temporary housing now, for two months . our kids are saying they need to go forward without you.  we
It is unacceptable. I hope he did not get cold as a result of this,". -> -> -> 

###

 

###

 

###"
I don't know what happened to that kid to be honest.,"

###

 

###

 

###

 

###"
I just want to work from home, on the business side. I have the room to mount a moving team and change my daughter
She refused me but then a few days later I saw her and she was embarrassed of her lie. I was shorter and younger than the other guy.," I taught the girls to make h Angels out of anything, which was very difficult.
"
oof that is rough.," Don't worry about it- it will all work out in the end. 

"
Yeah. I put her through hell that school year. Made up all sorts of rumors ,"

###

 

###

 

###

 

###"
I shouldn't have forced the issue and so I promised never to ask again,". I was so happy to hear the results.

###

 

###"
I got my four year old daughter her first tricycle yesterday., She is in its earliest steps. She has been under the single manufacturer for many years.
thats so sweet of you,".  I wish me a long, hard, sweet and Remastered, days of work."
She was having such a blast she went downhill and toppled over.  She took it like a champ but I was scared.,"

###

 

###

 

###

 

###"
I feel nostalgic when playing old school games with my bro,"

###

 .

###

  My special campaign features. 

"
I introduced my oldest daughter to the movie Fight Club the other day.," I was surprised by how much all tape grew between each one.

###

 "
Interesting choice. Did she like it?,"

###

 

###

 

###

 

###"
I can't seem to feel happy but I'm not depressed," enough to go to a GoodTV program.

###

  I make my own"
I had pizza at a restaurant a couple days ago and found a hair on my pizza!," 

###

 

###

 

###

 

"
I told the waited and demanded a refund! It was gross.,"

###

 

###

 

###

 

###"
I'm the only one who cares about paying bills. It's very frustrating,".

###

 

###

 

###

 

"
I have a beautiful gray cat named Stormy.  Unfortunately she's contracted feline AIDS.,  He's wild.  He's near death.  He's gone.  He
"Last night I was walking home from work in a bad part of town, I was a bit scared.","

###

 

###

 

###

 

###"
I agree. It was a bit foolish on my part and I don't want to risk myself nor be worried again. Thanks for the advice.," I shall heed its

###

 Boyd.

###

 

###"
When I was 19 I stole money from a good friend in order to buy some food.  He asked me about it and I denied knowing anything.,"  Resulting in an Encounter with my stem Chris Pratt, EEDED.  ->"
did you pay him back?,"

###

 

###

 

###

 

###"
"No, I was going to but he said if he every found out I stole it, it wouldn't matter if I paid it back.  So I kept silent, its been 17 years now.",  ->  ->  -> that is a ton to pass off dead body said end of
"Oh my, so close! But you can try better next time.","

###

 

###

 

###

 

###"
"I agree, I should of studied harder too. Practice makes perfect!","

""
""

""

"" 

""

"""
Last night I was minding my own business walking down a street in a not so good area of town when someone started to chase me!,"

###

 

###

 

###

 

###"
wow thats crazy.. what ended up happening!,"

###

 -> -> 

###

 -> -> I think we both got"
"I managed to get away after a few smart quick turns, but I was shaking and in fear at the end of the chase. It was wild.","

###

 

###

 

###

 

###"
I was looking through old stuff in my basement and found my old baseball cards! Finding those was like being a kid all over again!,"  Seriously, it was like I was leading a renewable technology!  It was really help"
"Yeah, I love going to the beach as well! You must have felt so happy there in that moment!"," 

###

 

###

 

###

 separatist and militar"
"I know, I am disgusted at myself for doing it. I just wanted to pass."," 

###

 

###

 

###

 

"
Yeah.. he did. He had cancer.," He is the best he has ever been.

###

 

###

"
I sure did! the ocean and the breeze gives me such a sense of joy and calm,"

###

 in my middle ground.

###

 

###

"
I went to visit my family the other day, with my pet school founder.  I was very surprised when they sold me a complete refurb
did he catch you?," 

###

 

###

 

###

 

"
No i somehow managed to escape.. it was so scary," to me

###

 .

###

 

###

 
"
I was really nervous when i went to meet my girl's parents,"

###

 .

###

 

###

 I had no good"
"I feel you, it would be really scary. How did it turn out?"," -> 

###

 

###

 

###

 -> "
"It turned out well actually, we had a nice time"," that month.

###

 

###

 

###

 "
A dog chased me through our street last night,", so I gained some ground. 

###

 

###

 "
Damn! was it a stray dog?,"

###

 

###

 

###

 

###"
I think so.. it looked like that. I was shivering when i finally managed to escape," through the exit and down here.

###

 

###

 
"
I really envy people who can sing,", tap and do motion events. In my one and only ever husband I never knew."
Oh really? I believe you wanted to be a singer yourself huh?," 

###

 

###

 

###

 

"
Yeah.. i did. i never got the chance to pursue that, career as an artist. didn't make any mistakes. Just sits and rotates around until
"I had to leave the house for a bit, before I left I gave my kids instructions on what I wanted them to do around the house.","

###

 

###

 

###

 

###"
"Did they follow your instructions, or did they do their own thing?"," 

###

 

###

 

###

 -> 
"
i found a bunch of dead mice the other day,"

###

 with some badly needed Nedsw floors both above and below.  I"
Oh god.. thats so gross,"

###

 

###

 . I can't help how I'm hoping"
it was! i felt sick seeing that," movie so pat forward to the man, he would have gone out into the ocean to do"
i was beet red when I realized what had happened.,"

###

 

###

 

###

 

###"
"Thank you, your so kind"," inviting soul. I very matching. More than that, I have never truly been truly truly"
i was so furious when i found out that my best friend and girl friend had made out," with a massive cross-cultual affair!

###

 

###

"
Oh dear me.. So sorry to hear that! what did you do?,"

###

 

###

 

###

 

###"
I have not confronted them. I am still thinking over it.,"

###

 

###

 

###

 

###"
A big brown roach crawled across the floor in my direction last night.,"

###

 

###

 I couldn't help him.

###"
Disgusting. Was it the flying variety?," 

###

 

###

 

###

 

"
"Yes, but this one didn't fly.  He just decided to go under the chair I was sitting in."," 

###

 

###

 

###

 

"
My bills and mortgage payment is coming up soon.  I not sure if I can cover them all.," 

###

 

###

 

###

 

"
good for you! that is how it is supposed to be,".

###

 

###

  but i say it is okay
"
I made sure everything was set and proper before i went abroad,".

###

 

###

 

###

 

"
i feel like is should be prepared," to ride the South,"
When I got my first car I thought I'd finally be able to have a cool social life.  But I was dissapointed quickly.," 

###

 

###

 

###

  -> "
oh sorry to hear that.. why didn't it work out?,"

###

 

###

 

###

 

###"
"I spent my first night out at a Whataburger, eating alone.","

###

 I was very shocked by the article published in the Massive, Quarterly."
i felt so guilty after lying to my girlfriend,", but I was proud of myself.

###

 

###

 "
"What did you lie about, and why?","

###

 

###

 

###

 

###"
"I kissed a mutual friend of ours. I lied when she checked up on me. It was a one time thing, i did not wanted to hurt her."," 

###

 

###

 

###

 

"
I once lied about kissing the most popular girl at my school. and my friend found out about it,". 

###

 

###

 

###

 
"
Damn! Every kid tells such innocent lies.. I bet your were embarassed,".     

###

 

###

 

"
"I was, so very much! I avoided my friends for a whole week thenafter", my wedding I returned to them.  It was a very high thank you!  It
She jumped in my lap and peppered my cheek with kisses.  It was pretty cute.," 

###

 

###

 

###

 

"
I felt so very nervous after i agreed to meet my girlfriend's parents,". I had no idea how i would meet them. 

###

 
"
Shoot.. I bet it was scary.. How did you handle it?,"

###

 

###

 

###

 -> -> 
"
"Well, i lost a few pounds on the weeks leading upto it. But the actual meeting went well",".  I looked fine. 

###

 

###

 
"
I have always wanted to join a college faculty.  I went to school to study philosophy for that reason.," 

###

 

###

 

###

 

"
Unfortunately not.  In the end I ran out of money and had to leave that dream behind.,"

###

 

###

 

###

 

###"
I feel so sad this time of the year. My dad passed away this time last year,". My brother and I have worked hard to save his museum-style. 

"
I'm sorry? Are you still talking about the cops?,"

###

 

###

 

###

 

###"
"No, but he did end up puking all over the parking lot afterwards.","

###

 

###

 

###

 

###"
"Uhm.. yeah, sure. I concur!","  Malayoobis, metaling! Which surprised me!  Not too much"
I envy people who can dance really well," and I hope that I will be battling against them in the coming weeks.

###"
I was stunned with fear to find a rattlesnake right where i was about to step into last week,".

###

 

###

 

###

 

"
holy cow! Thats terrifying. What did you do?," 

###

 

###

 

###

 

"
"Needing some extra money, I used the spare change in my car to buy a scratch off ticket.","

###

 

###

 I figured if I won it, I could"
Nice.. what type of ticket.. Monopoly?  Price is Right?  Scrabble?  Bingo?,  How real?  Candyland?  Irish let's put it on the ground?
It was Blackjack.  I didn't win anything though.," 

###

 

###

 

###

 

"
"I once ate a piece of cake, it was old.  After the first bite I noticed spots of mold on it."," 

###

 

###

 

###

 

"
"That sounds gross, did you get sick from it?","

###

 

###

 

###

 -> 

"
No I spit it out and listerined my mouth.,  they weren't bad.  they were really really really really really really really really really
I was heartbroken when my mom told me that my childhood dog had died," at the time of her dis-rise.

###

 

###

"
I'm coping with it. So many memories with her,". So new memories. Is she going to remember me?

###

 
"
my brother passed away 2 years ago and i'm still so heartbroken. it still hurts so much," better than it does now

###

 

###

 

###"
"thank you. I'm sure it will get easier with time. It was just so tragic, he was so young",". I imit! 

###

###

###

###"
I am so angry to see so much fake news floating around in the media," this week.

###

 Used arm Accounting & Transf Mom's TV display and"
Very true! Why does news have to be so hyped up?,"

###

 

###

 

###

 

###"
My little girl loves to wake up at night and ask for chocolate milk.,"

hzus. 

###

 

###

 

 [END"
I have an 18 year old doing the same.  What my 4 year old doesn't know is I giver her the sugar free version.,  She's done so far.  She's done so much sweet ners$!
I lost a good job a few years back,".

###

 

###

  The key is togetorner"
"That blows dude , i bet it was not your fault ","

###

 

###

 

###

 

###"
The company got bought by someone else and we all got laid off.  Lost my family home and all.  But things are slowly improving.,"  @  -> 

###

 

###

 

 < ->"
That is good to hear.  I am sorry to hear she was hurt. What happened?,"

###

 

###

 

###

 

###"
She fell down from the first floor..," but she seemed happy staying below us.

###

 

###

 "
mostly hip hop. We were travelling and battling with other teams. It was really fun," to watch.

###

 

###

 

###

 "
That's not true! I'm actually vegan and I don't make steroids and I looks pretty amazing. I don't need to use none to participate or win, awards. -> I just want to know how good I am. -> I have possibly the
"i feel alone whenever i think about my dad, he passed away last year",".

###

 

###

 

###

 

"
I'm so sorry.  You have my deepest condolences. Its hard to not feel isolation with the death of someone you are close to.  I can tell you it does get better and you are not alone.  He lives on in you.," 

###ood Protectorates around the world. 

###

 
"
yeah.. i know.. memories still haunt though..," so i laugh out of the garage into the world

###

 

###"
I was really nervous when my girl asked me to meet her parents, and make a childhood memory of learning a language. I had no need to go in front
"I was really close to running away, but i somehow managed to pull it off"," and impressed nearly everyone.  I felt like an adult with an Under 5 world, sitting"
Big houses are a pain in the neck to keep clean.,"

###

 

###

 

###

 

###"
I was so mad when i found out my cousin asked out my girlfriend once,"

###

 in a day!

###

 

###

 "
"damn, thats sick and rough.. He knew you guys were together?","

###

 

###

 

###

 

###"
